timestamp,cpu_usage,memory_usage,gpu_usage,gpu_temp
1759848502.117648,17.0,28.8,43.0,55.0
1759848502.2181318,18.3,28.8,43.0,55.0
1759848502.3186653,19.3,28.8,43.0,55.0
1759848502.419171,19.2,28.8,43.0,55.0
1759848502.5197017,20.4,28.8,43.0,55.0
1759848502.6202266,20.7,28.8,43.0,55.0
1759848502.7208223,21.9,28.8,43.0,55.0
1759848502.8213718,18.4,28.8,43.0,55.0
1759848502.9216874,17.0,28.8,43.0,55.0
1759848503.0221214,19.1,28.8,43.0,55.0
1759848503.1225407,15.3,28.8,43.0,55.0
1759848503.2230875,21.7,28.8,43.0,55.0
1759848503.323613,18.8,28.8,43.0,55.0
1759848503.424241,13.4,28.8,43.0,55.0
1759848503.524757,18.1,28.8,43.0,55.0
1759848503.6252499,16.2,28.8,43.0,55.0
1759848503.7262616,15.8,28.8,43.0,55.0
1759848503.8268213,17.2,28.8,41.0,55.0
1759848503.9271975,15.2,28.8,41.0,55.0
1759848504.0278275,16.5,28.8,41.0,55.0
1759848504.1283555,18.2,28.8,41.0,55.0
1759848504.2286072,20.5,28.8,41.0,55.0
1759848504.3293238,23.5,28.8,41.0,55.0
1759848504.4297445,19.4,28.8,41.0,55.0
1759848504.5300846,15.1,28.8,41.0,55.0
1759848504.6304212,14.3,28.8,41.0,55.0
1759848504.7309015,22.6,28.8,41.0,55.0
1759848504.8313031,17.2,28.8,41.0,56.0
1759848504.9317122,18.3,28.8,41.0,56.0
1759848505.0323071,16.0,28.8,41.0,56.0
1759848505.1327128,17.4,28.8,41.0,56.0
1759848505.233255,15.4,28.8,41.0,56.0
1759848505.3338757,16.5,28.8,41.0,56.0
1759848505.434445,20.6,28.8,41.0,56.0
1759848505.535142,23.1,28.8,41.0,56.0
1759848505.6354885,18.9,28.8,41.0,56.0
1759848505.7359443,19.0,28.8,41.0,56.0
1759848505.836359,18.2,28.8,42.0,56.0
1759848505.936886,16.7,28.8,42.0,56.0
1759848506.0372493,18.4,28.8,42.0,56.0
1759848506.1378198,17.6,28.8,42.0,56.0
1759848506.23832,17.1,28.8,42.0,56.0
1759848506.338858,17.8,28.8,42.0,56.0
1759848506.4393947,17.8,28.8,42.0,56.0
1759848506.5400329,19.0,28.8,42.0,56.0
1759848506.6405797,16.3,28.8,42.0,56.0
1759848506.740889,21.1,28.8,42.0,56.0
1759848506.8413801,13.1,28.8,43.0,56.0
1759848506.94202,19.2,28.8,43.0,56.0
1759848507.0429363,20.3,28.8,43.0,56.0
1759848507.1434531,14.4,28.8,43.0,56.0
1759848507.2438586,16.5,28.8,43.0,56.0
1759848507.3446546,23.8,28.8,43.0,56.0
1759848507.4450464,22.0,28.8,43.0,56.0
1759848507.5455346,19.4,28.8,43.0,56.0
1759848507.6459308,20.8,28.8,43.0,56.0
1759848507.7465374,19.8,28.8,43.0,56.0
1759848507.8469343,18.0,28.8,43.0,56.0
1759848507.9474154,17.6,28.8,43.0,56.0
1759848508.048061,19.4,28.8,43.0,56.0
1759848508.1484945,21.3,28.8,43.0,56.0
1759848508.2489567,19.6,28.8,43.0,56.0
1759848508.349418,22.4,28.8,43.0,56.0
1759848508.449724,17.3,28.8,43.0,56.0
1759848508.5503838,19.0,28.8,43.0,56.0
1759848508.6511443,18.9,28.8,43.0,56.0
1759848508.751587,15.4,28.8,43.0,56.0
1759848508.8518481,18.5,28.8,42.0,56.0
1759848508.9525318,16.8,28.8,42.0,56.0
1759848509.0530055,22.4,28.8,42.0,56.0
1759848509.153483,11.1,28.8,42.0,56.0
1759848509.25388,20.8,28.8,42.0,56.0
1759848509.3544037,17.4,28.8,42.0,56.0
1759848509.4550836,19.6,28.8,42.0,56.0
1759848509.555668,17.2,28.8,42.0,56.0
1759848509.656134,17.9,28.8,42.0,56.0
1759848509.7565272,21.4,28.8,42.0,56.0
1759848509.8571665,18.2,28.8,43.0,56.0
1759848509.957595,19.4,28.8,43.0,56.0
1759848510.0579967,19.1,28.8,43.0,56.0
1759848510.1587102,13.3,28.8,43.0,56.0
1759848510.2595303,18.1,28.8,43.0,56.0
1759848510.3602383,20.0,28.8,43.0,56.0
1759848510.4605803,18.6,28.8,43.0,56.0
1759848510.5611331,27.2,28.8,43.0,56.0
1759848510.6617205,21.8,28.8,43.0,56.0
1759848510.7622678,23.7,28.8,43.0,56.0
1759848510.8626242,18.8,28.8,42.0,56.0
1759848510.9631748,19.3,28.8,42.0,56.0
1759848511.0635648,17.8,28.8,42.0,56.0
1759848511.1640706,20.2,28.8,42.0,56.0
